time,activity,mean,variance,tag_id
20:22.9,3,-51,0,4
20:23.0,3,-51,0,4
20:23.1,3,-52,0,4
20:23.3,3,-51,0,4
20:23.3,3,-50,1,4
20:23.4,3,-52,1,4
20:23.5,3,-55,0,4
20:23.6,3,-55,0,4
20:23.7,3,-54,1,4
20:23.8,3,-55,0,4
20:23.9,3,-52,0,4
20:24.1,3,-50,0,4
20:24.2,3,-51,0,4
20:24.3,3,-51,0,4
20:24.4,3,-51,0,4
20:24.5,3,-51,0,4
20:24.6,3,-51,0,4
20:24.7,3,-51,0,4
20:24.7,3,-51,0,4
20:24.8,3,-51,0,4
20:24.9,3,-52,0,4
20:25.0,3,-53,1,4
20:25.2,3,-54,1,4
20:25.3,3,-56,0,4
20:25.4,3,-56,1,4
20:25.4,3,-55,0,4
20:25.5,3,-55,0,4
20:25.6,3,-55,0,4
20:25.7,3,-56,0,4
20:25.8,3,-53,4,4
20:25.9,3,-54,3,4
20:26.1,3,-53,2,4
20:26.2,3,-51,0,4
20:26.3,3,-51,0,4
20:26.4,3,-52,0,4
20:26.5,3,-52,0,4
20:26.5,3,-51,0,4
20:26.6,3,-50,0,4
20:26.7,3,-50,0,4
20:26.8,3,-53,1,4
20:26.9,3,-54,1,4
20:27.0,3,-52,0,4
20:27.2,3,-52,0,4
20:27.3,3,-52,0,4
20:27.4,3,-54,1,4
20:27.4,3,-53,2,4
20:27.5,3,-51,0,4
20:27.6,3,-50,0,4
20:27.7,3,-51,0,4
20:27.8,3,-52,0,4
20:28.0,3,-52,0,4
20:28.1,3,-51,0,4
20:28.2,3,-52,0,4
20:28.3,3,-52,0,4
20:28.4,3,-52,0,4
20:28.5,3,-54,3,4
20:28.5,3,-52,0,4
20:28.7,3,-54,3,4
20:28.7,3,-57,0,4
20:28.8,3,-55,0,4
20:28.9,3,-54,1,4
20:29.0,3,-55,1,4
20:29.2,3,-55,4,4
20:29.3,3,-53,3,4
20:29.4,3,-54,3,4
20:29.5,3,-51,0,4
20:29.6,3,-52,5,4
20:29.7,3,-51,0,4
20:29.8,3,-52,0,4
20:29.9,3,-51,0,4
20:30.0,3,-52,4,4
20:30.0,3,-52,4,4
20:30.2,3,-54,1,4
20:30.3,3,-51,0,4
20:30.4,3,-52,0,4
20:30.5,3,-52,0,4
20:30.6,3,-53,4,4
20:30.7,3,-55,0,4
20:30.8,3,-52,1,4
20:30.9,3,-50,0,4
20:31.0,3,-51,0,4
20:31.2,3,-52,0,4
20:31.3,3,-51,0,4
20:31.3,3,-51,1,4
20:31.4,3,-51,0,4
20:31.5,3,-51,0,4
20:31.6,3,-52,0,4
20:31.7,3,-54,3,4
20:31.8,3,-52,0,4
20:31.9,3,-53,3,4
20:32.0,3,-56,1,4
20:32.2,3,-56,3,4
20:32.2,3,-55,0,4
20:32.3,3,-55,0,4
20:32.4,3,-57,0,4
20:32.5,3,-53,4,4
20:32.6,3,-54,1,4
20:32.7,3,-53,1,4
20:32.8,3,-54,7,4
20:32.9,3,-51,0,4
20:33.0,3,-51,0,4
20:33.2,3,-52,0,4
20:33.2,3,-50,1,4
20:33.3,3,-51,1,4
20:33.4,3,-55,0,4
20:33.5,3,-52,0,4
20:33.6,3,-52,0,4
20:33.7,3,-52,0,4
20:33.8,3,-53,2,4
20:33.8,3,-55,0,4
20:33.9,3,-53,2,4
20:34.0,3,-51,0,4
20:34.2,3,-51,0,4
20:34.3,3,-51,1,4
20:34.4,3,-52,0,4
20:34.5,3,-52,0,4
20:34.6,3,-52,0,4
20:34.7,3,-51,0,4
20:34.7,3,-52,0,4
20:34.8,3,-52,0,4
20:34.9,3,-55,0,4
20:35.0,3,-55,1,4
20:35.2,3,-56,1,4
20:35.3,3,-54,1,4
20:35.4,3,-53,0,4
20:35.4,3,-53,1,4
20:35.5,3,-56,1,4
20:35.7,3,-55,3,4
20:35.7,3,-52,0,4
20:35.8,3,-54,1,4
20:35.9,3,-52,0,4
20:36.0,3,-52,4,4
20:36.1,3,-51,0,4
20:36.2,3,-52,0,4
20:36.3,3,-51,0,4
20:36.4,3,-50,0,4
20:36.5,3,-52,4,4
20:36.5,3,-53,2,4
20:36.6,3,-51,0,4
20:36.7,3,-52,0,4
20:36.8,3,-51,0,4
20:36.9,3,-52,0,4
20:36.9,3,-53,3,4
20:37.2,3,-54,3,4
20:37.2,3,-52,1,4
20:37.3,3,-51,0,4
20:37.4,3,-51,0,4
20:37.5,3,-52,0,4
20:37.6,3,-52,0,4
20:37.7,3,-52,0,4
20:37.8,3,-51,0,4
20:37.9,3,-52,0,4
20:38.0,3,-53,3,4
20:38.2,3,-52,0,4
20:38.2,3,-54,2,4
20:57.2,4,-52,0,4
20:57.3,4,-54,1,4
20:57.4,4,-55,0,4
20:57.4,4,-57,0,4
20:57.5,4,-54,1,4
20:57.6,4,-54,1,4
20:57.8,4,-55,0,4
20:57.8,4,-55,0,4
20:57.9,4,-55,0,4
20:58.0,4,-55,0,4
20:58.1,4,-55,0,4
20:58.3,4,-55,0,4
20:58.3,4,-55,0,4
20:58.4,4,-55,0,4
20:58.5,4,-55,0,4
20:58.6,4,-55,0,4
20:58.7,4,-55,0,4
20:58.7,4,-55,0,4
20:58.8,4,-55,0,4
20:58.9,4,-55,0,4
20:59.1,4,-55,0,4
20:59.2,4,-55,0,4
20:59.3,4,-55,0,4
20:59.4,4,-55,0,4
20:59.5,4,-55,0,4
20:59.6,4,-55,0,4
20:59.6,4,-55,0,4
20:59.8,4,-55,0,4
20:59.8,4,-55,0,4
20:59.9,4,-55,0,4
21:00.0,4,-55,0,4
21:00.2,4,-55,0,4
21:00.2,4,-55,0,4
21:00.3,4,-55,0,4
21:00.4,4,-55,0,4
21:00.5,4,-55,0,4
21:00.7,4,-55,0,4
21:00.8,4,-55,0,4
21:00.9,4,-55,0,4
21:01.0,4,-55,0,4
21:01.2,4,-55,0,4
21:01.3,4,-55,0,4
21:01.4,4,-55,0,4
21:01.5,4,-55,0,4
21:01.6,4,-55,0,4
21:01.7,4,-55,0,4
21:01.8,4,-55,0,4
21:01.8,4,-55,0,4
21:02.0,4,-55,0,4
21:02.1,4,-55,0,4
21:02.2,4,-55,0,4
21:02.3,4,-55,0,4
21:02.4,4,-55,0,4
21:02.5,4,-55,0,4
21:02.6,4,-55,0,4
21:02.6,4,-55,0,4
21:02.7,4,-55,0,4
21:02.8,4,-55,0,4
21:02.9,4,-55,0,4
21:03.0,4,-55,0,4
21:03.2,4,-55,0,4
21:03.3,4,-55,0,4
21:03.4,4,-55,0,4
21:03.5,4,-55,0,4
21:03.6,4,-55,0,4
21:03.7,4,-55,0,4
21:03.9,4,-55,0,4
21:04.0,4,-55,0,4
21:04.1,4,-55,0,4
21:04.2,4,-55,0,4
21:04.3,4,-55,0,4
21:04.4,4,-55,0,4
21:04.5,4,-55,0,4
21:04.6,4,-55,0,4
21:04.7,4,-55,0,4
21:04.8,4,-55,0,4
21:04.8,4,-55,0,4
21:04.9,4,-55,0,4
21:05.1,4,-55,0,4
21:05.2,4,-54,1,4
21:05.3,4,-53,1,4
21:05.4,4,-53,0,4
21:05.5,4,-53,1,4
21:05.5,4,-53,1,4
21:05.6,4,-53,0,4
21:05.7,4,-53,0,4
21:05.8,4,-53,1,4
21:05.9,4,-53,0,4
21:06.0,4,-53,1,4
21:06.2,4,-54,1,4
21:06.3,4,-55,0,4
21:06.4,4,-54,1,4
21:06.5,4,-55,0,4
21:06.6,4,-55,0,4
21:06.7,4,-55,0,4
21:06.8,4,-55,0,4
21:06.9,4,-55,0,4
21:07.0,4,-54,1,4
21:07.1,4,-55,0,4
21:07.2,4,-54,1,4
21:07.3,4,-55,0,4
21:07.4,4,-55,0,4
21:07.5,4,-55,0,4
21:07.6,4,-55,0,4
21:07.6,4,-54,3,4
21:07.8,4,-53,0,4
21:07.8,4,-53,1,4
21:07.9,4,-53,1,4
21:08.0,4,-53,1,4
21:08.2,4,-53,1,4
21:08.3,4,-53,0,4
21:08.4,4,-53,1,4
21:08.5,4,-53,0,4
21:08.6,4,-53,0,4
21:08.6,4,-53,0,4
21:08.7,4,-53,0,4
21:08.8,4,-53,0,4
21:08.9,4,-53,1,4
21:09.1,4,-53,0,4
21:09.2,4,-53,0,4
21:09.3,4,-53,0,4
21:09.4,4,-53,0,4
21:09.5,4,-53,1,4
21:09.6,4,-52,0,4
21:09.7,4,-55,0,4
21:09.8,4,-54,1,4
21:09.9,4,-54,1,4
21:10.0,4,-53,0,4
21:10.2,4,-55,0,4
21:10.3,4,-53,1,4
21:10.4,4,-54,1,4
21:10.5,4,-55,0,4
21:10.6,4,-54,1,4
21:10.7,4,-54,1,4
21:10.7,4,-55,0,4
21:10.8,4,-55,0,4
21:10.9,4,-55,0,4
21:11.0,4,-53,1,4
21:11.2,4,-53,1,4
21:11.3,4,-52,0,4
21:11.3,4,-52,0,4
21:11.5,4,-53,1,4
21:11.6,4,-53,1,4
21:11.7,4,-53,1,4
21:11.8,4,-53,1,4
21:11.9,4,-53,0,4
21:12.1,4,-53,0,4
21:12.2,4,-53,1,4
21:12.3,4,-55,0,4
21:12.4,4,-55,0,4
21:12.5,4,-54,1,4
21:12.6,4,-54,3,4
21:12.7,4,-55,0,4
21:12.7,4,-55,0,4
21:12.8,4,-54,1,4
21:12.9,4,-55,0,4
21:13.1,4,-55,0,4
21:13.2,4,-55,0,4
21:13.3,4,-55,0,4
21:13.4,4,-55,0,4
21:13.5,4,-55,0,4
21:13.5,4,-55,0,4
21:13.6,4,-55,0,4
21:13.7,4,-55,0,4
21:13.8,4,-55,0,4
21:14.0,4,-54,1,4
21:14.1,4,-53,0,4
21:14.2,4,-52,0,4
21:14.3,4,-52,0,4
21:14.4,4,-52,0,4
21:14.5,4,-53,2,4
21:14.6,4,-52,0,4
21:14.7,4,-54,1,4
21:14.8,4,-53,0,4
21:14.8,4,-53,0,4
21:14.9,4,-53,0,4
21:15.1,4,-53,1,4
21:15.2,4,-54,1,4
21:15.3,4,-53,1,4
21:15.4,4,-53,1,4
21:15.5,4,-54,1,4
21:15.6,4,-55,0,4
21:15.7,4,-54,1,4
21:15.8,4,-55,0,4
21:15.9,4,-55,0,4
21:16.0,4,-54,1,4
21:16.2,4,-53,0,4
21:16.3,4,-53,0,4
21:16.3,4,-53,0,4
21:16.4,4,-55,0,4
21:16.5,4,-55,0,4
21:16.6,4,-54,1,4
21:16.7,4,-55,0,4
21:16.8,4,-55,0,4
21:16.8,4,-54,1,4
21:17.0,4,-55,0,4
21:17.2,4,-54,1,4
21:17.3,4,-54,1,4
21:17.3,4,-53,1,4
21:17.4,4,-53,1,4
21:17.5,4,-54,1,4
21:17.6,4,-53,0,4
21:17.7,4,-53,0,4
21:17.8,4,-53,0,4
21:17.9,4,-53,0,4
21:18.1,4,-53,0,4
21:18.2,4,-53,0,4
21:18.3,4,-54,1,4
21:18.4,4,-55,0,4
21:18.5,4,-53,2,4
21:18.6,4,-55,0,4
21:18.7,4,-55,0,4
21:18.8,4,-54,1,4
21:18.9,4,-55,0,4
21:19.0,4,-53,1,4
21:19.2,4,-53,1,4
21:19.2,4,-52,0,4
21:19.3,4,-53,0,4
21:19.4,4,-54,1,4
21:19.5,4,-53,0,4
21:19.6,4,-53,0,4
21:19.7,4,-55,0,4
21:19.7,4,-55,0,4
21:19.8,4,-54,1,4
21:19.9,4,-54,1,4
21:20.2,4,-53,1,4
21:20.3,4,-53,1,4
21:20.4,4,-54,1,4
21:20.5,4,-55,0,4
21:20.6,4,-55,0,4
21:20.7,4,-55,0,4
21:20.8,4,-55,0,4
21:20.8,4,-54,1,4
21:21.0,4,-52,0,4
21:21.2,4,-53,0,4
21:21.2,4,-53,0,4
21:21.3,4,-54,1,4
21:21.4,4,-55,0,4
21:21.5,4,-53,1,4
21:21.6,4,-54,1,4
21:21.7,4,-55,0,4
21:21.8,4,-54,1,4
21:21.9,4,-55,0,4
21:22.0,4,-55,0,4
21:22.2,4,-53,1,4
21:22.3,4,-55,0,4
21:22.3,4,-54,1,4
21:22.4,4,-55,0,4
21:22.5,4,-55,0,4
21:22.6,4,-55,0,4
21:22.7,4,-54,1,4
21:22.8,4,-55,0,4
21:22.9,4,-54,1,4
21:23.0,4,-55,0,4
21:23.1,4,-53,0,4
21:23.2,4,-53,0,4
21:23.3,4,-53,1,4
21:23.4,4,-53,0,4
21:23.5,4,-53,1,4
21:23.6,4,-53,1,4
21:23.7,4,-53,0,4
21:23.8,4,-53,0,4
21:23.9,4,-53,1,4
21:24.0,4,-53,1,4
21:24.2,4,-53,1,4
21:24.3,4,-54,1,4
21:24.4,4,-53,0,4
21:24.5,4,-53,0,4
21:24.6,4,-54,1,4
21:24.7,4,-55,0,4
21:24.8,4,-54,1,4
21:24.9,4,-54,1,4
21:25.0,4,-55,0,4
21:25.2,4,-55,0,4
21:25.3,4,-55,0,4
21:25.4,4,-54,1,4
21:25.4,4,-54,1,4
21:25.5,4,-54,1,4
21:25.6,4,-53,1,4
21:25.7,4,-53,0,4
21:25.8,4,-53,2,4
21:25.9,4,-53,0,4
21:26.0,4,-53,0,4
21:26.1,4,-52,0,4
21:26.2,4,-52,0,4
21:26.3,4,-53,2,4
21:26.4,4,-54,1,4
21:26.5,4,-53,1,4
21:26.6,4,-53,0,4
21:26.6,4,-52,0,4
21:26.7,4,-53,0,4
21:26.8,4,-53,0,4
21:26.9,4,-53,0,4
21:27.0,4,-55,0,4
21:27.2,4,-54,1,4
21:27.3,4,-54,1,4
21:27.4,4,-55,0,4
21:27.5,4,-54,1,4
21:27.6,4,-53,1,4
21:27.6,4,-52,0,4
21:27.7,4,-52,0,4
21:27.8,4,-53,0,4
21:27.9,4,-53,1,4
21:28.0,4,-55,0,4
21:28.2,4,-55,0,4
21:28.3,4,-55,0,4
21:28.3,4,-54,1,4
21:28.4,4,-55,0,4
21:28.5,4,-55,0,4
21:28.6,4,-55,0,4
21:28.7,4,-55,0,4
21:28.8,4,-53,1,4
21:28.9,4,-53,1,4
21:29.0,4,-54,1,4
21:29.2,4,-55,0,4
21:29.2,4,-53,0,4
21:29.3,4,-54,1,4
21:29.4,4,-54,1,4
21:29.5,4,-54,1,4
21:29.6,4,-54,1,4
21:29.7,4,-53,0,4
21:29.8,4,-53,1,4
21:29.9,4,-55,0,4
21:30.2,4,-55,0,4
21:30.3,4,-55,0,4
21:30.4,4,-55,0,4
21:30.6,4,-52,0,4
21:30.6,4,-52,0,4
21:30.7,4,-52,0,4
21:30.8,4,-52,0,4
21:30.9,4,-52,0,4
21:31.0,4,-52,0,4
21:31.2,4,-52,0,4
21:31.3,4,-53,3,4
21:31.3,4,-54,3,4
21:31.4,4,-55,0,4
21:31.6,4,-53,1,4
21:31.7,4,-52,0,4
21:31.7,4,-53,0,4
21:31.8,4,-52,0,4
21:31.9,4,-53,1,4
21:32.0,4,-53,1,4
21:32.2,4,-53,0,4
21:32.3,4,-53,1,4
21:32.4,4,-53,0,4
21:32.5,4,-53,0,4
21:32.6,4,-52,0,4
21:32.7,4,-53,0,4
21:32.7,4,-53,1,4
21:32.8,4,-53,0,4
21:32.9,4,-53,0,4
21:33.1,4,-55,0,4
21:33.2,4,-55,0,4
21:33.3,4,-54,1,4
21:33.4,4,-54,1,4
21:33.6,4,-54,1,4
21:33.6,4,-53,0,4
21:33.7,4,-53,1,4
21:33.8,4,-53,1,4
21:33.9,4,-54,1,4
21:34.1,4,-53,0,4
21:34.2,4,-53,0,4
21:34.3,4,-53,1,4
21:34.4,4,-53,1,4
21:34.5,4,-55,0,4
21:34.6,4,-52,0,4
21:34.6,4,-52,0,4
21:34.7,4,-52,0,4
21:34.8,4,-53,0,4
21:34.9,4,-54,1,4
21:35.0,4,-54,1,4
21:35.2,4,-56,2,4
21:35.3,4,-56,1,4
21:35.5,4,-57,0,4
21:35.5,4,-55,0,4
21:35.6,4,-55,0,4
21:35.7,4,-55,0,4
21:35.9,4,-55,0,4
21:36.0,4,-53,1,4
21:36.1,4,-55,0,4
21:36.2,4,-54,1,4
21:36.3,4,-55,0,4
21:36.4,4,-55,0,4
21:36.5,4,-55,0,4
21:36.6,4,-55,0,4
21:36.7,4,-55,0,4
21:36.7,4,-55,0,4
21:36.8,4,-54,1,4
21:36.9,4,-55,0,4
21:37.0,4,-55,0,4
21:37.2,4,-55,0,4
21:37.3,4,-55,0,4
21:37.3,4,-55,0,4
21:37.4,4,-55,0,4
21:37.6,4,-55,0,4
21:37.6,4,-55,0,4
21:37.7,4,-55,0,4
21:37.8,4,-55,0,4
21:37.9,4,-55,0,4
21:38.0,4,-55,0,4
21:38.1,4,-55,0,4
21:38.2,4,-55,0,4
21:38.3,4,-55,0,4
21:38.4,4,-55,0,4
21:38.5,4,-55,0,4
21:38.6,4,-55,0,4
21:38.6,4,-55,0,4
21:38.7,4,-55,0,4
21:38.8,4,-55,0,4
21:38.9,4,-55,0,4
21:39.0,4,-55,0,4
21:39.2,4,-55,0,4
21:39.3,4,-55,0,4
21:39.3,4,-55,0,4
21:39.4,4,-55,0,4
21:39.5,4,-55,0,4
21:39.6,4,-54,1,4
21:39.7,4,-54,1,4
21:39.8,4,-54,1,4
21:39.9,4,-55,0,4
21:40.0,4,-55,0,4
21:40.1,4,-55,0,4
21:40.3,4,-55,0,4
21:40.3,4,-54,1,4
21:40.4,4,-55,0,4
21:40.5,4,-55,0,4
21:40.6,4,-55,0,4
21:40.7,4,-54,1,4
21:40.9,4,-53,2,4
21:40.9,4,-52,0,4
21:41.1,4,-52,0,4
21:41.2,4,-53,2,4
21:41.3,4,-54,3,4
21:41.4,4,-54,1,4
21:41.6,4,-54,1,4
21:41.7,4,-54,1,4
21:41.7,4,-55,0,4
21:41.9,4,-55,0,4
21:42.0,4,-53,1,4
21:42.2,4,-54,1,4
21:42.3,4,-53,0,4
21:42.4,4,-53,0,4
21:42.5,4,-53,0,4
21:42.5,4,-52,0,4
21:42.7,4,-54,1,4
21:42.7,4,-53,0,4
21:42.8,4,-53,1,4
21:42.9,4,-54,1,4
21:43.1,4,-55,0,4
21:43.2,4,-55,0,4
21:43.3,4,-54,1,4
21:43.4,4,-54,1,4
21:43.5,4,-55,0,4
21:43.5,4,-54,1,4
21:43.6,4,-53,1,4
21:43.7,4,-54,1,4
21:43.8,4,-55,0,4
21:43.9,4,-54,1,4
21:43.9,4,-53,1,4
21:44.2,4,-54,1,4
21:44.2,4,-53,1,4
21:44.3,4,-55,0,4
21:44.4,4,-54,1,4
21:44.5,4,-54,1,4
21:44.6,4,-55,0,4
21:44.8,4,-55,0,4
21:44.9,4,-55,0,4
21:45.0,4,-54,1,4
21:45.1,4,-55,0,4
21:45.2,4,-54,1,4
21:45.3,4,-54,1,4
21:45.4,4,-55,0,4
21:45.5,4,-55,0,4
21:45.6,4,-55,0,4
21:45.7,4,-55,0,4
21:45.9,4,-55,0,4
21:45.9,4,-54,1,4
21:46.1,4,-54,1,4
21:46.2,4,-53,1,4
21:46.3,4,-53,0,4
21:46.4,4,-54,1,4
21:46.5,4,-53,1,4
21:46.7,4,-54,1,4
21:46.8,4,-53,1,4
21:46.9,4,-54,1,4
21:47.1,4,-54,1,4
21:47.2,4,-53,0,4
21:47.3,4,-53,0,4
21:47.4,4,-53,0,4
21:47.5,4,-53,0,4
21:47.6,4,-52,0,4
21:47.7,4,-54,1,4
21:47.8,4,-53,0,4
21:47.9,4,-55,0,4
21:48.0,4,-54,1,4
21:48.2,4,-53,1,4
21:48.3,4,-53,1,4
21:48.4,4,-53,0,4
21:48.4,4,-53,0,4
21:48.5,4,-54,1,4
21:48.7,4,-55,0,4
21:48.7,4,-54,1,4
21:48.9,4,-55,0,4
21:48.9,4,-53,1,4
21:49.2,4,-53,1,4
21:49.3,4,-53,1,4
21:49.4,4,-53,1,4
21:49.5,4,-53,0,4
21:49.5,4,-53,1,4
21:49.6,4,-54,1,4
21:49.7,4,-54,1,4
21:49.8,4,-53,0,4
21:49.9,4,-54,1,4
21:50.0,4,-53,1,4
21:50.2,4,-54,1,4
21:50.2,4,-55,0,4
21:50.3,4,-55,0,4
21:50.5,4,-55,0,4
21:50.6,4,-55,0,4
21:50.7,4,-55,0,4
21:50.8,4,-54,1,4
21:50.8,4,-55,0,4
21:50.9,4,-54,1,4
21:51.1,4,-55,0,4
21:51.2,4,-52,0,4
21:51.3,4,-53,1,4
21:51.4,4,-53,0,4
21:51.5,4,-53,1,4
21:51.5,4,-53,1,4
21:51.6,4,-54,1,4
21:51.7,4,-54,1,4
21:51.8,4,-54,1,4
21:51.9,4,-55,0,4
21:52.0,4,-54,1,4
21:52.2,4,-52,0,4
21:52.3,4,-52,0,4
21:52.4,4,-52,0,4
21:52.5,4,-53,1,4
21:52.5,4,-53,0,4
21:52.6,4,-53,0,4
21:52.7,4,-53,0,4
21:52.8,4,-53,0,4
21:52.9,4,-53,1,4
21:53.1,4,-54,1,4
21:53.2,4,-55,0,4
21:53.3,4,-55,0,4
21:53.4,4,-55,0,4
21:53.5,4,-54,1,4
21:53.6,4,-54,1,4
21:53.7,4,-53,1,4
21:53.8,4,-55,0,4
21:53.9,4,-53,1,4
21:54.0,4,-53,1,4
21:54.2,4,-52,0,4
21:54.3,4,-52,0,4
21:54.4,4,-52,0,4
21:54.5,4,-53,0,4
21:54.5,4,-53,0,4
21:54.6,4,-53,1,4
21:54.7,4,-53,0,4
21:54.8,4,-55,0,4
21:54.9,4,-54,1,4
21:55.1,4,-53,0,4
21:55.2,4,-53,1,4
21:55.3,4,-53,0,4
21:55.4,4,-53,1,4
21:55.5,4,-53,0,4
21:55.6,4,-53,0,4
21:55.7,4,-53,0,4
21:55.7,4,-53,1,4
21:55.9,4,-55,0,4
21:56.0,4,-54,1,4
21:56.2,4,-53,2,4
21:56.3,4,-52,0,4
21:56.4,4,-53,0,4
21:56.5,4,-54,1,4
21:56.6,4,-54,1,4
21:56.7,4,-53,0,4
21:56.8,4,-53,0,4
21:56.9,4,-53,0,4
21:57.0,4,-54,1,4
21:57.2,4,-54,1,4
21:57.3,4,-54,1,4
21:57.4,4,-53,1,4
21:57.4,4,-53,0,4
21:57.6,4,-53,0,4
21:57.7,4,-53,0,4
21:57.7,4,-53,2,4
21:57.9,4,-54,1,4
21:58.2,4,-55,0,4
21:58.3,4,-55,0,4
21:58.4,4,-54,1,4
21:58.4,4,-55,0,4
21:58.5,4,-55,0,4
21:58.6,4,-55,0,4
21:58.7,4,-55,0,4
21:58.8,4,-53,1,4
21:58.9,4,-53,1,4
21:59.0,4,-53,0,4
21:59.1,4,-52,0,4
21:59.2,4,-52,0,4
21:59.3,4,-52,0,4
21:59.4,4,-54,1,4
21:59.5,4,-53,1,4
21:59.6,4,-55,0,4
21:59.7,4,-55,0,4
21:59.8,4,-53,1,4
21:59.8,4,-53,1,4
21:59.9,4,-53,1,4
22:00.1,4,-55,0,4
22:00.2,4,-55,0,4
22:00.3,4,-55,0,4
